时间,创意名称,创意ID,计划名称,计划ID,笔记/素材ID,笔记/素材链接,笔记标题,商品名称,spuId,消费,展现量,点击率,视频5s完播率,点击量,店铺新客支付金额,平均点击成本,平均千次展示费用,新客消耗,新客曝光,新客点击,新客点击率,新客平均点击成本,新客平均千次展示费用,直播间直接下单订单量,直播间直接下单订单成本,直播间直接下单金额,直播间直接下单ROI,直播间直接支付订单量,直播间直接支付订单成本,直播间直接支付金额,直播间直接支付ROI,直播间观看次数,直播间观看成本,直播间平均停留时长,直播间新增粉丝数量,直播间5s观看次数,直播间5s观看成本,直播间评论次数,直播间30s观看次数,直播间30s观看成本,商品1日支付订单量,商品1日支付订单成本,商品1日支付金额,商品1日支付ROI,7日总下单订单量,7日总下单订单成本,7日总下单金额,7日总下单ROI,7日总支付订单量,7日总支付订单成本,7日总支付金额,7日总支付ROI,首屏展现,首屏点击,首屏消耗,首屏展现占比,首屏点击占比,首屏消耗占比,7日支付转化率,店铺新客首购及30日复购支付订单量,店铺新客首购及30日复购支付金额,店铺新客首购及30日复购支付ROI
2026-06-08,三文鱼搜索新计划_20260528_152035,4927144496,虾仁笔记推词测试,198949210,69b91f54000000002800a745,https://www.xiaohongshu.com/explore/69b91f54000000002800a745?xsec_token=WBLvxvEeJzsnTuMSq7iu6mX_3g7dffoK8GGP0dMeGJVKw=&xsec_source=pc_wind_export,和老爹商量后，推出一人食小包装,手剥虾仁 无冰衣无添加 低脂餐一人食 上班带饭 顺丰包邮 5盒装,694baba01d450d00013662f0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,三文鱼搜索新计划_20260528_152035,4927144497,虾仁笔记推词测试,198949210,69d8bbb8000000001f002f43,https://www.xiaohongshu.com/explore/69d8bbb8000000001f002f43?xsec_token=WBk3Y5Al2j2Wt5CBwCOGZ6qlFYnPk3QQKlbK2mNAJyMhE=&xsec_source=pc_wind_export,养殖虾和海捕虾，真的不是一种虾,手剥虾仁 无冰衣无添加 低脂餐一人食 上班带饭 顺丰包邮 5盒装,694baba01d450d00013662f0,0.00,5,0.0%,0.0%,0,0.0,0.0,0.0,0.0,5,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,20.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400733,三文鱼购买意图测试,198960741,69456f51000000001f006a7b,https://www.xiaohongshu.com/explore/69456f51000000001f006a7b?xsec_token=WB3bh0BH5K0kc2Hl-bqScR0Ec40inVmS5JK1W8C8ixc9s=&xsec_source=pc_wind_export,其实，300块能吃一个月的三文鱼😎,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400738,三文鱼购买意图测试,198960741,6a01314900000000070251ff,https://www.xiaohongshu.com/explore/6a01314900000000070251ff?xsec_token=WBDKD46_DUTJ9vYh-kCNnexCO0vJmXbXXT2KGjWTl4wOM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400740,三文鱼购买意图测试,198960741,69fbf383000000001f0026f2,https://www.xiaohongshu.com/explore/69fbf383000000001f0026f2?xsec_token=WBzNd46lhmIsvp79JBWIHtWuteEWy8okhO9Jn99OEa_NE=&xsec_source=pc_wind_export,300 来块的购买力，一整条够吃一个月了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.42,60,10.0%,0.0%,6,0.0,0.07,7.0,0.42,59,6,10.17%,0.07,7.12,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,26,4,0.33,43.33%,66.67%,78.57%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400742,三文鱼购买意图测试,198960741,69ff071c0000000023014578,https://www.xiaohongshu.com/explore/69ff071c0000000023014578?xsec_token=WBjLY0TzAxpc89nJk3zUBEvMlitDYRCwnMEOC7Js-jIjs=&xsec_source=pc_wind_export,对不起了 sam ！还是这种整条的更有性价比,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.10,3,33.33%,0.0%,1,0.0,0.1,33.33,0.1,3,1,33.33%,0.1,33.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.1,33.33%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400743,三文鱼购买意图测试,198960741,6a02f7380000000006030f12,https://www.xiaohongshu.com/explore/6a02f7380000000006030f12?xsec_token=WBySaZkgFYdqOm1e60l_7Q-5PHrmbUb-LkardStITdq6k=&xsec_source=pc_wind_export,某姆的品质pxx的价格！,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,66.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400745,三文鱼购买意图测试,198960741,69df3dc3000000001d01fb12,https://www.xiaohongshu.com/explore/69df3dc3000000001d01fb12?xsec_token=WBr6e67ib6aWGvmT-Z0HGrMcCXzjtMxroP8t1KMC8QIlM=&xsec_source=pc_wind_export,比Sam都实惠的整条三文鱼,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400746,三文鱼购买意图测试,198960741,6a0486c700000000080030dc,https://www.xiaohongshu.com/explore/6a0486c700000000080030dc?xsec_token=WBt7rSgEElfH_1F3aAGvx6KkKeSxXZ5tor-qrfRNY1VkE=&xsec_source=pc_wind_export,超市三文鱼看着精致，但整条分装真的更划算,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400747,三文鱼购买意图测试,198960741,6a07df2a0000000008003f03,https://www.xiaohongshu.com/explore/6a07df2a0000000008003f03?xsec_token=WBjvHi-3NfZN4yO2uim0nd0jsgoAm8YmVGUVdYJKRvpRc=&xsec_source=pc_wind_export,年轻人已经对100块钱的购买力没概念了...,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400749,三文鱼购买意图测试,198960741,69e85ce5000000001f0004ce,https://www.xiaohongshu.com/explore/69e85ce5000000001f0004ce?xsec_token=WBVSwmN5xyFULseXUlf5AKqV76l5LLTGkCw66WFk5ylMM=&xsec_source=pc_wind_export,带饭三个月，存了一万二,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,6,0.0%,0.0%,0,0.0,0.0,0.0,0.0,6,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400751,三文鱼购买意图测试,198960741,69dca905000000002202add5,https://www.xiaohongshu.com/explore/69dca905000000002202add5?xsec_token=WBweZPjNCIf57S0Tpf9yKo3X6iIagY8-Q5yiIpa9Nd-Xg=&xsec_source=pc_wind_export,太喜欢这个整条三文鱼了，比Sam实惠多了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400756,三文鱼购买意图测试,198960741,6a08835a0000000008033581,https://www.xiaohongshu.com/explore/6a08835a0000000008033581?xsec_token=WB7404GBEU4WM5h2jCjrXPPEijU_ofHO_IovVG7g1CVO8=&xsec_source=pc_wind_export,给孩子补充营养首选，三文鱼是唯一真神,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400765,三文鱼购买意图测试,198960741,69dbb9880000000022025a4f,https://www.xiaohongshu.com/explore/69dbb9880000000022025a4f?xsec_token=WBhc4mf568z6bxMhndg_EIpZQ7ucXbWy6OZVBkOd5Kwes=&xsec_source=pc_wind_export,跟爸妈商量好，推出整条三文鱼了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400766,三文鱼购买意图测试,198960741,6a02e0e5000000000702ed78,https://www.xiaohongshu.com/explore/6a02e0e5000000000702ed78?xsec_token=WBySaZkgFYdqOm1e60l_7Q-17yR-uibRo978rKgks2_Xg=&xsec_source=pc_wind_export,100多直接囤够了我一周的管理餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,5,20.0%,0.0%,1,0.0,0.01,2.0,0.01,5,1,20.0%,0.01,2.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0.01,20.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400767,三文鱼购买意图测试,198960741,69e73fad0000000022026a8e,https://www.xiaohongshu.com/explore/69e73fad0000000022026a8e?xsec_token=WB3jr8LcL2dZEV3PwoiB_ykBD-twqUJD3rlTBltNHb-Eg=&xsec_source=pc_wind_export,Xhs诚不欺我，三文鱼真的很大,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,50.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400772,三文鱼购买意图测试,198960741,6a155d2f0000000007028fec,https://www.xiaohongshu.com/explore/6a155d2f0000000007028fec?xsec_token=WBqmCyuyJcyVJKObReSVhb65S53jPgSx3O_GIi7lseoFM=&xsec_source=pc_wind_export,100多直接囤够了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400773,三文鱼购买意图测试,198960741,69e5ecdb000000002301d4b7,https://www.xiaohongshu.com/explore/69e5ecdb000000002301d4b7?xsec_token=WB9mJ7cWALZaYfKk0AJiQ3VhTzchxP1c5KC-xlcdg1O_s=&xsec_source=pc_wind_export,错过可惜！一整条鱼才300来块……,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400774,三文鱼购买意图测试,198960741,6a089376000000000803fe12,https://www.xiaohongshu.com/explore/6a089376000000000803fe12?xsec_token=WB7404GBEU4WM5h2jCjrXPPM_x92HO5dtGnxn3bFBVGzM=&xsec_source=pc_wind_export,我将放弃牛排转入三文鱼大家族,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,2,50.0%,0.0%,1,0.0,0.01,5.0,0.01,2,1,50.0%,0.01,5.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400775,三文鱼购买意图测试,198960741,6a0497a3000000000603390d,https://www.xiaohongshu.com/explore/6a0497a3000000000603390d?xsec_token=WBt7rSgEElfH_1F3aAGvx6KmoMpvDiJwllNacppzWWSzs=&xsec_source=pc_wind_export,整条三文鱼8斤限时折扣！快冲吧,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400776,三文鱼购买意图测试,198960741,69e71a8300000000220263eb,https://www.xiaohongshu.com/explore/69e71a8300000000220263eb?xsec_token=WB3jr8LcL2dZEV3PwoiB_ykIvzP5YrDPhdGP5FNaqsaeY=&xsec_source=pc_wind_export,某姆对不起，还是300一整条的更适合我,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400779,三文鱼购买意图测试,198960741,6a05c7e60000000008025525,https://www.xiaohongshu.com/explore/6a05c7e60000000008025525?xsec_token=WBnb0V4DlrNrvUl81VwNXc6ng5eU5xXYDuYAUJnWlzBWc=&xsec_source=pc_wind_export,三文鱼扒 1000g 限时直降！,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,33.33%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927400780,三文鱼购买意图测试,198960741,69dfa768000000001f003c5a,https://www.xiaohongshu.com/explore/69dfa768000000001f003c5a?xsec_token=WBr6e67ib6aWGvmT-Z0HGrMQedqj4FYLtSIcAcxwQ4Gko=&xsec_source=pc_wind_export,感谢网友！网购三文鱼安全下车！,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.03,3,33.33%,0.0%,1,0.0,0.03,10.0,0.03,3,1,33.33%,0.03,10.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,2,0,0.0,66.67%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478241,山姆盒马三文鱼截流,198986280,69456f51000000001f006a7b,https://www.xiaohongshu.com/explore/69456f51000000001f006a7b?xsec_token=WB3bh0BH5K0kc2Hl-bqScR0Ec40inVmS5JK1W8C8ixc9s=&xsec_source=pc_wind_export,其实，300块能吃一个月的三文鱼😎,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,4,0.0%,0.0%,0,0.0,0.0,0.0,0.0,4,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,25.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478245,山姆盒马三文鱼截流,198986280,6a0adf8b00000000060354c9,https://www.xiaohongshu.com/explore/6a0adf8b00000000060354c9?xsec_token=WB1lg-HsX1phnQPRPGvSXxxwcB9pnKcc2Nnw65PgVQlag=&xsec_source=pc_wind_export,区区300多，解决了我一周的减脂餐,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,1,0.0%,0.0%,0,0.0,0.0,0.0,0.0,1,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0.0,100.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478246,山姆盒马三文鱼截流,198986280,69ff071c0000000023014578,https://www.xiaohongshu.com/explore/69ff071c0000000023014578?xsec_token=WBjLY0TzAxpc89nJk3zUBEvMlitDYRCwnMEOC7Js-jIjs=&xsec_source=pc_wind_export,对不起了 sam ！还是这种整条的更有性价比,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478247,山姆盒马三文鱼截流,198986280,6a02f7380000000006030f12,https://www.xiaohongshu.com/explore/6a02f7380000000006030f12?xsec_token=WBySaZkgFYdqOm1e60l_7Q-5PHrmbUb-LkardStITdq6k=&xsec_source=pc_wind_export,某姆的品质pxx的价格！,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.12,5,20.0%,0.0%,1,0.0,0.12,24.0,0.12,5,1,20.0%,0.12,24.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0.12,60.0%,100.0%,100.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478248,山姆盒马三文鱼截流,198986280,69df3dc3000000001d01fb12,https://www.xiaohongshu.com/explore/69df3dc3000000001d01fb12?xsec_token=WBr6e67ib6aWGvmT-Z0HGrMcCXzjtMxroP8t1KMC8QIlM=&xsec_source=pc_wind_export,比Sam都实惠的整条三文鱼,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.01,3,33.33%,0.0%,1,0.0,0.01,3.33,0.01,3,1,33.33%,0.01,3.33,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478249,山姆盒马三文鱼截流,198986280,6a0486c700000000080030dc,https://www.xiaohongshu.com/explore/6a0486c700000000080030dc?xsec_token=WBt7rSgEElfH_1F3aAGvx6KkKeSxXZ5tor-qrfRNY1VkE=&xsec_source=pc_wind_export,超市三文鱼看着精致，但整条分装真的更划算,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478251,山姆盒马三文鱼截流,198986280,69dca905000000002202add5,https://www.xiaohongshu.com/explore/69dca905000000002202add5?xsec_token=WBweZPjNCIf57S0Tpf9yKo3X6iIagY8-Q5yiIpa9Nd-Xg=&xsec_source=pc_wind_export,太喜欢这个整条三文鱼了，比Sam实惠多了,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,3,0.0%,0.0%,0,0.0,0.0,0.0,0.0,3,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
2026-06-08,虾仁高购买意图测试_复制_20260528_160021,4927478254,山姆盒马三文鱼截流,198986280,6a08835a0000000008033581,https://www.xiaohongshu.com/explore/6a08835a0000000008033581?xsec_token=WB7404GBEU4WM5h2jCjrXPPEijU_ofHO_IovVG7g1CVO8=&xsec_source=pc_wind_export,给孩子补充营养首选，三文鱼是唯一真神,智利尾端中段整条三文鱼 8斤深海鱼低脂餐囤货一周备菜顺丰包邮,69fab80d64eb410001ece0c0,0.00,2,0.0%,0.0%,0,0.0,0.0,0.0,0.0,2,0,0.0%,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.00,0.0,0,0.00,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0%,0.0%,0.0%,0.0%,0,0.0,0.0
